2.00E-04	0
6.00E-04	0
0.001	0
0.0014	0
0.0018	0
0.0022	0
0.0026	0
0.003	0
0.0034	0
0.0038	0
0.0042	0
0.0046	0
0.005	0
0.0054	0
0.0058	0
0.0062	0
0.0066	0
0.007	0
0.0074	0
0.0078	0
0.0082	0
0.0086	0
0.009	0
0.0094	0
0.0098	0
0.0102	0
0.0106	0
0.011	0
0.0114	0
0.0118	0
0.0122	0
0.0126	0
0.013	0
0.0134	0
0.0138	0
0.0142	0
0.0146	0
0.015	0
0.0154	0
0.0158	0
0.0162	0
0.0166	0
0.017	0
0.0174	0
0.0178	0
0.0182	0
0.0186	0
0.019	0
0.0194	0
0.0198	0
0.0202	0
0.0206	0
0.021	0
0.0214	0
0.0218	0
0.0222	0
0.0226	0
0.023	0
0.0234	0
0.0238	0
0.0242	0
0.0246	0
0.025	0
0.0254	0
0.0258	0
0.0262	0
0.0266	0
0.027	0
0.0274	0
0.0278	0
0.0282	0
0.0286	0
0.029	0
0.0294	0
0.0298	0
0.0302	0
0.0306	0
0.031	0
0.0314	0
0.0318	0
0.0322	0
0.0326	0
0.033	0
0.0334	0
0.0338	0
0.0342	0
0.0346	0
0.035	0
0.0354	0
0.0358	0
0.0362	0
0.0366	0
0.037	0
0.0374	0
0.0378	0
0.0382	0
0.0386	0
0.039	0
0.0394	0
0.0398	0
0.0402	0
0.0406	0
0.041	0
0.0414	0
0.0418	0
0.0422	0
0.0426	0
0.043	0
0.0434	0
0.0438	0
0.0442	0
0.0446	0
0.045	0
0.0454	0
0.0458	0
0.0462	0
0.0466	0
0.047	0
0.0474	0
0.0478	0
0.0482	0
0.0486	0
0.049	0
0.0494	0
0.0498	0
0.0502	0
0.0506	0
0.051	0
0.0514	0
0.0518	0
0.0522	0
0.0526	0
0.053	0
0.0534	0
0.0538	0
0.0542	0
0.0546	0
0.055	0
0.0554	0
0.0558	0
0.0562	0
0.0566	0
0.057	0
0.0574	0
0.0578	0
0.0582	0
0.0586	0
0.059	0
0.0594	0
0.0598	0
0.0602	0
0.0606	0
0.061	0
0.0614	0
0.0618	0
0.0622	0
0.0626	0
0.063	0
0.0634	0
0.0638	0
0.0642	0
0.0646	0
0.065	0
0.0654	0
0.0658	0
0.0662	0
0.0666	0
0.067	0
0.0674	0
0.0678	0
0.0682	0
0.0686	0
0.069	0
0.0694	0
0.0698	0
0.0702	0
0.0706	0
0.071	0
0.0714	0
0.0718	0
0.0722	0
0.0726	0
0.073	0
0.0734	0
0.0738	0
0.0742	0
0.0746	0
0.075	0
0.0754	0
0.0758	0
0.0762	0
0.0766	0
0.077	0
0.0774	0
0.0778	0
0.0782	0
0.0786	0
0.079	0
0.0794	0
0.0798	0
0.0802	0
0.0806	0
0.081	0
0.0814	0
0.0818	0
0.0822	0
0.0826	0
0.083	0
0.0834	0
0.0838	0
0.0842	0
0.0846	0
0.085	0
0.0854	0
0.0858	0
0.0862	0
0.0866	0
0.087	0
0.0874	0
0.0878	0
0.0882	0
0.0886	0
0.089	0
0.0894	0
0.0898	0
0.0902	0
0.0906	0
0.091	0
0.0914	0
0.0918	0
0.0922	0
0.0926	0
0.093	0
0.0934	0
0.0938	0
0.0942	0
0.0946	0
0.095	0
0.0954	0
0.0958	0
0.0962	0
0.0966	0
0.097	0
0.0974	0
0.0978	0
0.0982	0
0.0986	0
0.099	0
0.0994	0
0.0998	0
0.1002	0
0.1006	0
0.101	0
0.1014	0
0.1018	0
0.1022	0
0.1026	0
0.103	0
0.1034	0
0.1038	0
0.1042	0
0.1046	0
0.105	0
0.1054	0
0.1058	0
0.1062	0
0.1066	0
0.107	0
0.1074	0
0.1078	0
0.1082	0
0.1086	0
0.109	0
0.1094	0
0.1098	0
0.1102	0
0.1106	0
0.111	0
0.1114	0
0.1118	0
0.1122	0
0.1126	0
0.113	0
0.1134	0
0.1138	0
0.1142	0
0.1146	0
0.115	0
0.1154	0
0.1158	0
0.1162	0
0.1166	0
0.117	0
0.1174	0
0.1178	0
0.1182	0
0.1186	0
0.119	0
0.1194	0
0.1198	0
0.1202	0
0.1206	0
0.121	0
0.1214	0
0.1218	0
0.1222	0
0.1226	0
0.123	0
0.1234	0
0.1238	0
0.1242	0
0.1246	0
0.125	0
0.1254	0
0.1258	0
0.1262	0
0.1266	0
0.127	0
0.1274	0
0.1278	0
0.1282	0
0.1286	0
0.129	0
0.1294	0
0.1298	0
0.1302	0
0.1306	0
0.131	0
0.1314	0
0.1318	0
0.1322	0
0.1326	0
0.133	0
0.1334	0
0.1338	0
0.1342	0
0.1346	0
0.135	0
0.1354	0
0.1358	0
0.1362	0
0.1366	0
0.137	0
0.1374	0
0.1378	0
0.1382	0
0.1386	0
0.139	0
0.1394	0
0.1398	0
0.1402	0
0.1406	0
0.141	0
0.1414	0
0.1418	0
0.1422	0
0.1426	0
0.143	0
0.1434	0
0.1438	0
0.1442	0
0.1446	0
0.145	0
0.1454	0
0.1458	0
0.1462	0
0.1466	0
0.147	0
0.1474	0
0.1478	0
0.1482	0
0.1486	0
0.149	0
0.1494	0
0.1498	0
0.1502	0
0.1506	0
0.151	0
0.1514	0
0.1518	0
0.1522	0
0.1526	0
0.153	0
0.1534	0
0.1538	0
0.1542	0
0.1546	0
0.155	0
0.1554	0
0.1558	0
0.1562	0
0.1566	0
0.157	0
0.1574	0
0.1578	0
0.1582	0
0.1586	0
0.159	0
0.1594	0
0.1598	0
0.1602	0
0.1606	0
0.161	0
0.1614	0
0.1618	0
0.1622	0
0.1626	0
0.163	0
0.1634	0
0.1638	0
0.1642	0
0.1646	0
0.165	0
0.1654	0
0.1658	0
0.1662	0
0.1666	0
0.167	0
0.1674	0
0.1678	0
0.1682	0
0.1686	0
0.169	0
0.1694	0
0.1698	0
0.1702	0
0.1706	0
0.171	0
0.1714	0
0.1718	0
0.1722	0
0.1726	0
0.173	0
0.1734	0
0.1738	0
0.1742	0
0.1746	0
0.175	0
0.1754	0
0.1758	0
0.1762	0
0.1766	0
0.177	0
0.1774	0
0.1778	0
0.1782	0
0.1786	0
0.179	0
0.1794	0
0.1798	0
0.1802	0
0.1806	0
0.181	0
0.1814	0
0.1818	0
0.1822	0
0.1826	0
0.183	0
0.1834	0
0.1838	0
0.1842	0
0.1846	0
0.185	0
0.1854	0
0.1858	0
0.1862	0
0.1866	0
0.187	0
0.1874	0
0.1878	0
0.1882	0
0.1886	0
0.189	0
0.1894	0
0.1898	0
0.1902	0
0.1906	0
0.191	0
0.1914	0
0.1918	0
0.1922	0
0.1926	0
0.193	0
0.1934	0
0.1938	0
0.1942	0
0.1946	0
0.195	0
0.1954	0
0.1958	0
0.1962	0
0.1966	0
0.197	0
0.1974	0
0.1978	0
0.1982	0
0.1986	0
0.199	0
0.1994	0
0.1998	0
0.2002	0
0.2006	0
0.201	0
0.2014	0
0.2018	0
0.2022	0
0.2026	0
0.203	0
0.2034	0
0.2038	0
